date,event_type,description,portfolio_value,vix_level,holdings,return_pct,cash_pct,year,month,year_month
2023-12-07,PORTFOLIO_SNAPSHOT,"Holdings: VIX, SIRI",310735.0,12.6,"VIX, SIRI",210.7,5.0,2023,12,2023-12
2024-01-02,MODEL_RETRAIN,Models retrained with 63-day prediction horizon,,,,,,2024,1,2024-01
2024-01-02,MODEL_RETRAIN,Models retrained with 63-day prediction horizon,,,,,,2024,1,2024-01
2024-01-02,MODEL_RETRAIN,Models retrained with 63-day prediction horizon,,,,,,2024,1,2024-01
2024-01-08,PORTFOLIO_SNAPSHOT,"Holdings: VIX, TAP-A",336414.0,12.1,"VIX, TAP-A",236.4,5.0,2024,1,2024-01
2024-01-08,PORTFOLIO_SNAPSHOT,"Holdings: VIX, TAP-A",336414.0,12.1,"VIX, TAP-A",236.4,5.0,2024,1,2024-01
2024-01-08,PORTFOLIO_SNAPSHOT,"Holdings: VIX, TAP-A",336414.0,12.1,"VIX, TAP-A",236.4,5.0,2024,1,2024-01
2024-02-07,PORTFOLIO_SNAPSHOT,"Holdings: LUMN, CHTR",347155.0,18.1,"LUMN, CHTR",247.2,10.0,2024,2,2024-02
2024-02-07,PORTFOLIO_SNAPSHOT,"Holdings: LUMN, CHTR",347155.0,18.1,"LUMN, CHTR",247.2,10.0,2024,2,2024-02
2024-02-07,PORTFOLIO_SNAPSHOT,"Holdings: LUMN, CHTR",347155.0,18.1,"LUMN, CHTR",247.2,10.0,2024,2,2024-02
2024-03-07,PORTFOLIO_SNAPSHOT,"Holdings: DELL, PARA",364100.0,19.8,"DELL, PARA",264.1,10.0,2024,3,2024-03
2024-03-07,PORTFOLIO_SNAPSHOT,"Holdings: DELL, PARA",364100.0,19.8,"DELL, PARA",264.1,10.0,2024,3,2024-03
2024-03-07,PORTFOLIO_SNAPSHOT,"Holdings: DELL, PARA",364100.0,19.8,"DELL, PARA",264.1,10.0,2024,3,2024-03
2024-04-08,PORTFOLIO_SNAPSHOT,"Holdings: VIX, LUMN, TSLA",372183.0,15.6,"VIX, LUMN, TSLA",272.2,10.0,2024,4,2024-04
2024-04-08,PORTFOLIO_SNAPSHOT,"Holdings: VIX, LUMN, TSLA",372183.0,15.6,"VIX, LUMN, TSLA",272.2,10.0,2024,4,2024-04
2024-04-08,PORTFOLIO_SNAPSHOT,"Holdings: VIX, LUMN, TSLA",372183.0,15.6,"VIX, LUMN, TSLA",272.2,10.0,2024,4,2024-04
2024-05-07,PORTFOLIO_SNAPSHOT,"Holdings: LUMN, TAP-A",383611.0,20.6,"LUMN, TAP-A",283.6,20.0,2024,5,2024-05
2024-05-07,PORTFOLIO_SNAPSHOT,"Holdings: LUMN, TAP-A",383611.0,20.6,"LUMN, TAP-A",283.6,20.0,2024,5,2024-05
2024-05-07,PORTFOLIO_SNAPSHOT,"Holdings: LUMN, TAP-A",383611.0,20.6,"LUMN, TAP-A",283.6,20.0,2024,5,2024-05
2024-06-07,PORTFOLIO_SNAPSHOT,"Holdings: VIX, SIRI",371192.0,14.3,"VIX, SIRI",271.2,5.0,2024,6,2024-06
2024-06-07,PORTFOLIO_SNAPSHOT,"Holdings: VIX, SIRI",371192.0,14.3,"VIX, SIRI",271.2,5.0,2024,6,2024-06
2024-06-07,PORTFOLIO_SNAPSHOT,"Holdings: VIX, SIRI",371192.0,14.3,"VIX, SIRI",271.2,5.0,2024,6,2024-06
2024-07-01,MODEL_RETRAIN,Models retrained with 63-day prediction horizon,,,,,,2024,7,2024-07
2024-07-01,MODEL_RETRAIN,Models retrained with 63-day prediction horizon,,,,,,2024,7,2024-07
2024-07-01,MODEL_RETRAIN,Models retrained with 63-day prediction horizon,,,,,,2024,7,2024-07
2024-07-08,PORTFOLIO_SNAPSHOT,"Holdings: VIX, LUMN, ALB",393023.0,13.3,"VIX, LUMN, ALB",293.0,5.0,2024,7,2024-07
2024-07-08,PORTFOLIO_SNAPSHOT,"Holdings: VIX, LUMN, ALB",393023.0,13.3,"VIX, LUMN, ALB",293.0,5.0,2024,7,2024-07
2024-07-08,PORTFOLIO_SNAPSHOT,"Holdings: VIX, LUMN, ALB",393023.0,13.3,"VIX, LUMN, ALB",293.0,5.0,2024,7,2024-07
2024-08-07,PORTFOLIO_SNAPSHOT,"Holdings: LW, LUMN",1173495.0,17.9,"LW, LUMN",1073.5,10.0,2024,8,2024-08
2024-08-07,PORTFOLIO_SNAPSHOT,"Holdings: LW, LUMN",1173495.0,17.9,"LW, LUMN",1073.5,10.0,2024,8,2024-08
2024-08-07,PORTFOLIO_SNAPSHOT,"Holdings: LW, LUMN",1173495.0,17.9,"LW, LUMN",1073.5,10.0,2024,8,2024-08
2024-09-09,PORTFOLIO_SNAPSHOT,"Holdings: SNAP, INTC",1155943.0,19.7,"SNAP, INTC",1055.9,10.0,2024,9,2024-09
2024-09-09,PORTFOLIO_SNAPSHOT,"Holdings: SNAP, INTC",1155943.0,19.7,"SNAP, INTC",1055.9,10.0,2024,9,2024-09
2024-09-09,PORTFOLIO_SNAPSHOT,"Holdings: SNAP, INTC",1155943.0,19.7,"SNAP, INTC",1055.9,10.0,2024,9,2024-09
2024-10-07,PORTFOLIO_SNAPSHOT,"Holdings: MRNA, ALB",1343451.0,17.2,"MRNA, ALB",1243.5,10.0,2024,10,2024-10
2024-10-07,PORTFOLIO_SNAPSHOT,"Holdings: MRNA, ALB",1343451.0,17.2,"MRNA, ALB",1243.5,10.0,2024,10,2024-10
2024-10-07,PORTFOLIO_SNAPSHOT,"Holdings: MRNA, ALB",1343451.0,17.2,"MRNA, ALB",1243.5,10.0,2024,10,2024-10
